# Spalte1	Spalte2
38.524788	12.787056
38.579202	12.787056
38.633615	12.734864
38.688029	12.708768
38.742443	12.708768
38.796856	12.708768
38.851270	12.630480
38.905683	12.604384
38.960097	12.604384
39.014510	12.578288
39.068924	12.500000
39.123337	12.500000
39.177751	12.500000
39.232164	12.421712
39.286578	12.395616
39.340992	12.395616
39.395405	12.343424
39.449819	12.343424
39.504232	12.343424
39.558646	12.343424
39.613059	12.343424
39.667473	12.343424
39.721886	12.343424
39.776300	12.239040
39.830713	12.212944
39.885127	12.212944
39.939541	12.212944
